ID,Density,Distance,Time,Gender,Age,MaritalStatus,HouseholdSize,CHS,OcR,IncomeT,METT,BLanes,MBus,M_motocycle,M_car,tricycle_taxi,taxi,HND,Degree,Posgraduate
404,0,6.3,30,1,42,0,5,2,0,1.2,0.085,1,1,0,0,1,0,0,0,0
431,1,2.8,14,0,32,1,4,2,0,0.97,0.08,1,1,0,1,0,0,0,0,0
6,1,4.0,12,1,38,0,4,5,0,1.5,0.12,0,0,1,0,0,0,1,0,0
354,1,5.4,20,1,33,0,3,1,0,1.4,0.12,1,0,1,0,0,0,1,0,0
175,0,5.0,20,1,34,1,1,0,0,1.25,0.09,0,0,1,0,0,0,0,0,0
327,1,7.2,30,0,27,1,1,0,0,0.75,0.07,1,0,1,0,0,0,0,0,0
355,1,5.8,35,1,43,0,6,2,0,1.05,0.14,0,1,1,0,0,0,0,0,0
280,1,7.0,30,0,35,0,3,1,0,1.15,0.06,1,0,1,0,0,0,1,0,0
17,1,15.0,40,0,49,1,1,0,0,0.622,0.05,1,0,0,0,0,0,0,0,0
186,1,8.4,18,1,36,0,4,2,1,3.0,0.08,0,1,0,0,0,0,0,1,0
289,1,4.0,10,1,38,0,4,2,0,1.0,0.1,1,0,1,0,0,0,1,0,0
340,1,5.4,15,1,45,0,6,3,1,1.847,0.12,1,1,1,0,0,0,1,0,0
16,1,15.0,38,1,53,0,7,4,1,4.35,0.1,1,0,0,0,0,0,0,1,0
203,1,17.0,45,0,31,0,4,1,0,0.75,0.1,1,1,1,0,0,0,0,0,0
350,0,2.7,22,1,30,0,2,0,0,0.92,0.065,1,0,1,0,0,0,0,0,0
214,1,5.0,10,1,28,1,9,5,0,0.85,0.1,1,1,1,0,0,0,0,0,0
46,1,7.0,15,1,48,0,6,3,1,4.2,0.6,1,1,0,0,0,0,0,1,0
311,0,6.2,25,0,33,0,3,0,1,1.43,0.15,0,0,0,1,0,0,1,0,0
363,0,3.6,20,0,38,0,4,2,0,0.95,0.17,1,1,0,0,1,0,0,0,0
206,1,1.0,10,0,29,0,3,1,1,1.5,0.0,1,1,0,0,0,1,0,0,0
163,1,19.0,45,0,33,0,10,6,0,1.3,0.5,0,0,0,0,0,0,1,0,0
378,0,5.0,10,1,34,1,2,0,1,1.7,0.06,0,1,1,0,0,0,0,1,0
324,1,2.8,25,1,41,0,7,4,0,0.85,0.075,1,1,1,0,0,0,0,0,1
295,0,2.3,12,0,34,1,2,0,0,0.45,0.004,1,0,0,1,0,0,0,0,0
120,0,7.0,30,1,31,0,3,0,1,1.99,0.2,0,1,1,0,0,0,1,0,0
173,1,5.2,18,0,30,0,4,2,0,1.5,0.15,1,1,0,0,0,1,0,0,0
165,0,9.0,10,1,40,0,6,3,0,0.6,0.07,0,0,1,0,0,0,0,0,1
95,1,16.8,70,1,30,1,8,3,0,1.25,0.13,0,1,1,0,0,0,1,0,0
283,1,6.0,15,1,42,0,5,3,0,1.05,0.1,1,0,1,0,0,0,1,0,0
269,1,5.0,15,0,40,0,6,3,0,1.0,0.1,1,0,1,0,0,0,1,0,0
427,0,3.5,10,1,28,0,3,1,0,0.85,0.045,1,1,1,0,0,0,0,0,0
23,0,0.3,5,0,48,1,15,5,0,0.37,0.0,1,0,0,0,0,1,0,0,1
440,0,5.0,25,0,35,0,4,1,0,0.78,0.075,1,1,0,1,0,0,0,0,0
14,1,2.0,5,1,45,0,5,3,1,4.5,0.12,1,0,0,0,0,0,0,1,0
105,0,5.0,10,1,32,0,3,0,1,2.0,0.05,1,0,1,0,0,0,0,1,0
22,1,8.5,19,0,48,0,5,3,0,4.2,0.03,0,1,0,1,0,0,0,0,1
